Entry	Organism	AA_len	num_combinations
Q9Y0V6	Caenorhabditis elegans	86	5893365785058769755984361052575648186368
Q9Y0V2	Caenorhabditis elegans	111	262432880400078759006167707093728280018257166680981504
Q9Y0A1	Caenorhabditis elegans	2892	8622851579926952079424893173900183603901714496091493348774949160038405796067058282563707536591323082450254056759561323467089566480861517326666715308020382588718542811169890357448197242114947921993864081809590723287414804182174581435039821365271647532940968366428282505780703365474205220622595445690444811134800771041137309385354413790475907126543914260241416285934256926556338444391805617997437705236867493822171943173861623673548868751917441152913140538454895229483725183137284543714297923108630980328952680900112551986842002915936102894060914943408659520697297142108348141128330357686087179291001015536812258926065411821771329593855708160600546817854620270315609640728198618509489717569068613218207240958424465278576486577393661631171724417849643169034158742756006406823271164759660797333511122281780580581406125809853929841269155515688272492394769852199394366480038780391312103460982640895683320043690974923691257074863901153556196726483663072956836245532952425629497931899206103186696010606162201101800049871577709546367981887005146449842784574133100339956650544175019777884592347064404227045891291918107751055801542558889850597671806329046020085549624479764426286808343619123608117732878458962298614090964405355376325559260108073470150765672083458143603692861627179854569878294273554906767753263981324582984233403370998021751339925162280281584146056875152101531633867862851378003101450046686752197448776548352
Q9Y048	Caenorhabditis elegans	590	486305280261910551682135794244055733249886320821064554952888278489781177710314217352288169270126607358103209325486005664560182043180226951163044173605593075139210797069221735919453148772804580230804101242498798902555564624232547003794855666424627066261295489337028357553955405749956141205687562665984
Q9Y041	Caenorhabditis elegans	437	62826169111584425398776667968593220344281993088015680540451830398858200277978023273732949980964938658177362826462167494978416664918494964151147337415919220682227018798450641599389108835880128934202046414848
Q9XZI6	Caenorhabditis elegans	586	10898011729171396717948974047735725740331066295627567159354380301524931080074904240106879048378133172151365759367907034073105622195069314355314844195079420703788458039479586794684282297248653677481213831876956205713614758286022825417350933321714565312849108177756542124248024760897765376
Q9XYD3	Caenorhabditis elegans	982	14149420694471016663221490090242298350089641997065353094629905978680111562590186463715026026021866996748535613254443348077534957457023887488688619353349655598874128500775660075471051121666224169120439009168323143104579042681337977431953363646438231877406608377122881474602094233834835650277182298231427011843214485556260092778778884742351709492594837388966957137903249767808276100314519594879539361535584850607753267229728927755833090106054880989457271384379897670640371732879917138837504
Q9XYB7	Caenorhabditis elegans	560	28573055806595093233179737359126508521137219035927335966693430679978097353462195332019014956737310072204536890817066554517531591092959794997578713803262633299845116574021131393741792471881777223493410025824084359303493720777124994719345685127575408913097592000175777754711588864
Q9XXU9	Caenorhabditis elegans	384	1677808015201853105071219887092848109885432851578282528055585809178291670626173810228286740061766537396964624484433922361101392093826409903267842661772168555709273595682059202219169867104256
Q9XXS1	Caenorhabditis elegans	301	56235923458306274798275910169855565283704185111837573494250912215982651724559831437806431780509603329792354135887416039785473893536461119707584397312
Q9XXN3	Caenorhabditis elegans	140	40938504133324181524531261195663144088634407518446381937595530717691904
Q9XXN2	Caenorhabditis elegans	654	24966839806935813357324638751471643582853547495387925507129957739697832121641230094416112985995687598656112699795488047661683215654763177153257696929808768514437739827974966872154453628824711894062251918989795541977151404396450600082452372753873103096337067588893255192124358715047193783956169881029885148723087372297082394065764352
Q9XXL3	Caenorhabditis elegans	107	2099463043200630072049341656749826240146057333447852032
Q9XXK1	Caenorhabditis elegans	538	844700396394429044944516767997215285637269986084441407429729957853271720859170710670290377194938712516947855203289285819939855185037170059480015265589162223317004021785939996574212489039877859106633388422799413153760651134305272858013539675520533928571382733087588056176007315456
Q9XXJ0	Caenorhabditis elegans	371	10356839600011438920192715352424988332626128713446188444787566723322788090285023519927695926307200848129411262249592113340132049961891419155974337418346719479686874047420118532217097945088
Q9XXH8	Caenorhabditis elegans	826	111982897325182700087383707484692379703681916129391890828975646031870019880347332225414199424966762841237853524028722075595675170485977455328956490055496418179540877940896200853507195108839359312058016815356029021311368434942098351341508197287794730669803465032884495532965293786566345997690645878962582069561331322760307415762848469180172891196153690781202408971914343717773940644442448655452226618533686006734519271424
Q9XXD7	Caenorhabditis elegans	260	409170195477099876721883703211319263818616928706160786490733969665471898948888930592558112261100929243492676584627887057907893129860612096
Q9XXD4	Caenorhabditis elegans	163	3164931655196187301448925394170127096077969100657147088726962511548502453111488512
Q9XXD1	Caenorhabditis elegans	503	1999053358020770378977058129576553445273953031589785383405467096811622289193550605696194679425500217465607988144335428088363025669268667952027297259482135575270266701706558145624165551239523589657610126457182088097717431858151996819286958971570618368
Q9XXC8	Caenorhabditis elegans	346	620213382276375770844837924234202839500386762871957696214677505547428219677671500757115279268971675968671665870518920977402782307786558207876041401873904138060368685622624256
Q9XXA7	Caenorhabditis elegans	326	14070226885092437440604640603983836781658618042408995280027159362757511095420626229768357731849195954162360559394956790483412304445855719181931341100695788416139264
Q9XX47	Caenorhabditis elegans	814	1715889636792033675907108219449487803959621077554582755383449791277049515432223964936450008237253665803052385148806660782403362650205906261869198397558080477040118923298562918879661116416445887391143485424322213513333000100722181067865475515161337193020118668218601318130799857834197181243578483725310052248759141953583996793563815438953810966578305801723762974922871302270302101635779470618490344906241262085852111667244040192
Q9XX15	Caenorhabditis elegans	231	1620934110651318698541696296400928286379527879088296195675826925537658385812550493300169624426976359023353213965303808
Q9XX14	Caenorhabditis elegans	1107	113738725492738865103489085389535681303378935488825104971896813778953131819068388276442713998081892840401837566733845075034608994838345471044365432913376763701270203542906504236650100012080545476738380724203300757046181590068357239407159582022073012829826218832350438522992442660757910457600981273296036968784382790433337765885197833732025122717987328770001001236454299792077984963502952911033258562153736231944739485934857964100854519120214655425646353715733052842418471079856129554178685951290830453630752597604829551820414832497949154433007209295313376065548713984
Q9XWZ2	Caenorhabditis elegans	617	2877126122814922020403785269254864245058055481650648192245656668644759272039719070212071875536728697286262613107106741742616899889982200715935015407803883172501857870359986181128946227304620683279983832311667970405679095147851170380039062237827158495565638214013690691344058156564107125939945829928238994694711183147008
Q9XWW1	Caenorhabditis elegans	180	50638906483138996823182806306722033537247505610514353419631400184776039249783816192
Q9XWV7	Caenorhabditis elegans	143	1035087116852443503237531147268124927080534155528125805039452430985592832
Q9XWV5	Caenorhabditis elegans	156	5069608542417525606642187380651905243497938298196177258090234628483819481168084992
Q9XWV3	Caenorhabditis elegans	183	1575072547251555357188278007364282131142546414509438448764215071347273924825275818835968
Q9XWV2	Caenorhabditis elegans	571	7186111203922488784368991103706370739424146302446479999688265994459418275739869046636752946404143678350656689800155102262623686503942960483078540475259859807684408819652012762230812979587972465287962947122384059531236297940193223649402767571212230787164581161833857024
Q9XWV0	Caenorhabditis elegans	271	24740957053672725115443723049907395798246923287726170400247142578971084964897733081661403106207486741400575037077188713351580857779342626464464896
Q9XWU8	Caenorhabditis elegans	458	82492510982340164822497634425031209792551882466979566860777434612436280840224715790916469102652192215928092180878535431782604366533504670214112199398340240485321580608386148502162427885300192672280385414045079230772569685622784
Q9XWU2	Caenorhabditis elegans	103	8008815930178184784123770358084969482979039510528
Q9XWS2	Caenorhabditis elegans	893	2721546054602287430233718117174454195006641899838362843374553814264507252709512941708121855265867466742685876368597555744145913103516379000759355746683137497263622028002222160348940817507925737372762101577003302492772723900305435177565025762899936248910742266769932005476537875605615970992456248940017104798849699348021111807951009787975956935801605809178217758923575113551340797302836080261416009763725080420644108025967693974059452465683050082118110543872
Q9XWS0	Caenorhabditis elegans	243	108184292602369201468221734626123967355713728990664788206269332463099941704469236109847136493585122594728804899356672
Q9XWR6	Caenorhabditis elegans	248	795822930294725545211461875332225593740442899474677006948890405000053724678218421933344267051493621647285842962673792188416
Q9XWQ1	Caenorhabditis elegans	210	3195677592367857768907572049521646336810941795860682464226294735505958698775497881554992181005806206976
Q9XWP6	Caenorhabditis elegans	770	20594712288070099607667156256500734533784829198790857353667587912647604166739755668497053251095244889447616153519847912281709190443379780597585448620259421998064808979931077266134267517017153040025545283340981353996561190648866435580991501570650802825944229854032196568002735523368782023545341327753355059101140141898609084682887259479855247812903441849658725003538994558926848
Q9XWN6	Caenorhabditis elegans	709	558220795110987895396372140459056958809703965064380377493230662193227807457201823521560179062270259579858423801871538573116288997410046806841575341657293635038860208348985920765151936331545754356452020577069514470699062795384471594080711222346199280450495027373300964716467437430331316318934880848616092438681445526217917825779537814184675949055428540760064
Q9XWJ1	Caenorhabditis elegans	385	297218656468962672004051389338836764121874773358538014997462859338506834576414811960510311141721756800260092333544016044502028305245067035134188524004954343138230689654289741495519284447917637632
Q9XWI6	Caenorhabditis elegans	725	1369472107845906879449125265810538443833939671329553874678186086462795673676102555930020406635545798557904041692240545131642640005209568048464310450563237207909030576877368129922243221362416536207063280430987876533996522365862590614321789079670808220988037714996210190009009192121410437330029653271931484387921280615274079802020885732270880587776
Q9XWH8	Caenorhabditis elegans	316	850092811338118968464228920222669126255986797227237600579077661553039258030984572562184189493071761157352632158724103611722866672495230120348966675680329728
Q9XWH0	Caenorhabditis elegans	343	2016646673052281122495027544123811498654918092963739905387357636286917952515926233219294714891743497535690017564050751539591427510965794101715523534010560627742904835637248
Q9XWG3	Caenorhabditis elegans	362	2871358251279517457614990389973161293983272050333137482475358821978834350359590281282941107726720722077183638289439448969457325499011843554981673156823630268798003174178816
Q9XWF4	Caenorhabditis elegans	257	151252603733095850398322764809763420258646505453487094610902762075769979296940711630825427994530018013187135101530428932096
Q9XWE9	Caenorhabditis elegans	360	2910532952152706217179046836543515799018409884836374124191641173765666400889303243017745027983467459223595714409214001082949391404190737058073073128005040919647750100877312
Q9XWE6	Caenorhabditis elegans	206	173376605488707561247155601645054597266218630417788762165055052924585432876274841664224836209082368
Q9XWD6	Caenorhabditis elegans	1111	25779067481873413446154667187584898734147218558208836758645243879143451801114456343053010232783284880627030769366406580204779765594003191952085607796454162300002049732635748653180695499732286896608236013952498706300346481732810904171199755770350164092312847012560005440144359862874093600027563163361539378058465263358237894630458791076138878424371187019073063737266671695172890489015669326568010540222814186850632716072127524298283652989811685841323636359439891851376091425845853982853481282964085255849329968612900864
Q9XWC3	Caenorhabditis elegans	168	857574327814848631190753548861488484771080045564096825003495405252858460766208
Q9XWC2	Caenorhabditis elegans	182	622250882864811992963270323897000348105697348942000374820430645470527970301343533367296
Q9XWB9	Caenorhabditis elegans	320	1106891681429842406854464739873267091479149475556298959087340705147186533894511162190343996735770522340302906456672009911097482646478164219204383692292096
Q9XW92	Caenorhabditis elegans	606	74528089184331204361661177686851873899196329751516885522420236478634882738638408306005444154376905210399158434753919736262688495146282132124820985416725939761709674651814859628023004070059839513953196175083796764600084350156662041352824072658010672957696974972028531578721815386140397572814882590869684224
Q9XW87	Caenorhabditis elegans	773	2760591554787976449823498397550720875334628093134051400152018154109255121954523522635433702343657424002928631569671023725272065862462589908479138891233018004756640210245189378545147223458224732451990459238094549796995606656499638718945297657595271095509755397257603598494070031880144465390841685575562696124210904488938194636331360767471174733625021614170512091330531418450033682239455232
Q9XW79	Caenorhabditis elegans	333	293129726772759113345930012582996599617887875883520735000565820057448147821263046453507452746858249045049178320728266468404423009288660816290236272931162258669568
Q9XW78	Caenorhabditis elegans	313	10111049327197695542331440463351589372929595268832338042576756606273358198685193725948099624602132685380718026473299581847409649072168768014146093449216
Q9XW71	Caenorhabditis elegans	89	1202678863172128380629792571702472338359652974592
Q9XW70	Caenorhabditis elegans	721	7057013508563600060319568788025608960754776052171919833988496272665003393039193423284908930367465997651543530532301919739149134979603554693898433948852699781232010535177303492142167688932133981000084803344681269357973337067576529781958620884969235347917369234941483800860032789242707011241843431962751588360614817516631454982694403971914915701638997848621056
Q9XW42	Caenorhabditis elegans	647	111792133776496806542491766530277810848794494627275328283630354717952324107957612459008166231565357815598737652130879604394032742719423198187231478125088909642564511977722289442034506105089759270929794262625695146900126525234993062029236108987016009436545462458042797368082723079210596359222323886304526336
Q9XW16	Caenorhabditis elegans	132	12022833479609788434728061485427948473479944680665988531849527296
Q9XW15	Caenorhabditis elegans	235	599668850591005335837629812985437157706135238439999432560590884361778522767031387090494992895427654236055232267157504
Q9XW13	Caenorhabditis elegans	507	24347491809422456601354696740767596507891745971223810498711052422626379062802675724342546696800359265798867256073170658494329312611047224322439974593636757988774512895054839532446675985570825331258311126182713954091325025988548445034647845657903104
Q9XW12	Caenorhabditis elegans	337	26711446352167674203647872396625565140180032689885826976926560352734962470212595108075866631557457944230106374476363281933353046721429216884447780370852160821264384
Q9XW10	Caenorhabditis elegans	2417	1909868304873504412301587699701094700479581195077546338883798139098238932908890794803651216596491549517431747510177678463085267399993108568356485852959679017511899157176467911892747705961111830365704313181092644929090820084691229835790075428763755517536989406702471680915637510436735455964825506351071329759744873293107793354168404934051949575611077753230361976899494800539156043618813187558382430443365146004590989387659323705979405548580803519234000377017687496236331671525076490111906736445785207471420245531513835526772462553117489446053882659394805912843109164301732144768289832799319885872464706762028445900590242703665709413665057072797459724709769903072895720568184545318422149004969612256219106650000784780369684304906106097572543125416409061154064050078313335460772219058464247740146293602468991182259788458055584994859659322898144937785539223496453654313525472273589565830427442896020702239597841643940326728834521904048258258406955842911171071914913196876321141503051355258439203484718641644031424874232974860607003854779723969268441070365250026985478131180758923038825440224896881773035564786598247758701928137723418692570617786900100774358041765389170186453391821823140669175796052115007128530243133944442095944653532665166335241158918009749101177299009536
Q9XVZ8	Caenorhabditis elegans	84	9094700285584521228370927550271062016
Q9XVX1	Caenorhabditis elegans	89	19333186457885294184506696432974413875380224
Q9XVW1	Caenorhabditis elegans	502	25724209937531630882685212245507427775765340426911690794584202019077659945288421209747221369864529978324023114386383196668178957195390979584102005040419142855161941701251566342262769614080697517161156849277219406725537257360539703820351235152682613339231252119552
Q9XVV5	Caenorhabditis elegans	95	2252479480362614470534810413211397667087854862336
Q9XVV3	Caenorhabditis elegans	416	26831567886251262059317372705112128277073684575191236921502412389864069167010978916165852345329805792873071608314059974009846279994054514652413660399912767406598375984198156456442706290800904536061493215494144
Q9XVT0	Caenorhabditis elegans	333	15321535994314363805511284548519789675507403240723530457784998191366499961700726392618656568067775948634058590005928664204410639567633661031998967217389568
Q9XVS8	Caenorhabditis elegans	421	52940849742292753786611822199709196355307204143292908236664678814984365509751231515817418657680808291169996170335980384101619131551848101211930028672042484483021254844858725812406019090704046685907215118761984
Q9XVS7	Caenorhabditis elegans	628	2933872758830382190901153920820610867915762716998213715475595029217940793889239581374210314581201250512573270942522804337716995299928542413225702911914833344659463052343343764116753578221975642306281520628348743435246920528267157919895272444255248151652699116748875174127962984490802890851430668072175989161984
Q9XVS4	Caenorhabditis elegans	971	56025750961097189627440421535688120874727710300913851330461299809339622374781449538893785268054372037759357523383624586497515826927294609999428209978920200004391608299384054104879308144104933522973273354485714205452550596859447999247600734467907547246899646767793924592550724332434267135725757109527790514755015801590293543301183762140523729301783972523575372459897062169534951842292223073230294317462474124840386189491688114621530019806808101651234940750422971137104724295955054093065604265148416
Q9XVS3	Caenorhabditis elegans	233	247055953460039429742675856790264942292261527067260508409667264980591127238614615653127514773201700811363087024128
Q9XVS1	Caenorhabditis elegans	380	429732724044600666626295991892937004727649117359659916685760081456524163791564266813830244365660687836606959479193635288600034688561391762637902109474908829100471306392961024
Q9XVR8	Caenorhabditis elegans	64	117090658049956356604583284310016
Q9XVR6	Caenorhabditis elegans	284	221738662047912683620387788154959718914727458866316875268056817715712387447110802536230242550343439106365317798914331925232477775331328
Q9XVP0	Caenorhabditis elegans	151	1509157016370862627720320412716926143683418798760007423747521644376994349056
Q9XVN3	Caenorhabditis elegans	769	223898214861594472200056944530449619375914860290311306915689845466941735568154597021164448626618399733886887426464188365051538583340409490228658497173428305685051803701268089767492411055337733062902261741182564096526355188571121599490262185577815761170611332843155818038744697438247355175527355657640251493198720916473542334210035004250143283556314392923746243273495460537385416197668864
Q9XVM9	Caenorhabditis elegans	258	2441598237533300826882877096767939010454888984205464039556050533951894184614193612667598949469796204326990347064332642718849171456
Q9XVK5	Caenorhabditis elegans	180	3986902385230499497882828706140839144454570611727016073434419399347787122213979416428544
Q9XVJ2	Caenorhabditis elegans	267	305596005233174609361201360127574627996330073398275970668373915520020630276435874022404198547773550712557763697666736200351744
Q9XVI9	Caenorhabditis elegans	142	4043309050204857434521606044016112996408336545031741425935361058537472
Q9XVI6	Caenorhabditis elegans	512	45387014349434598850172626648261552490416169641816850342215894231302894314946450667250151546922904031101000945607432882491288628089673696517558788976884012701932842015013374964577432387992735542310248617685627497111582631912832309867823821170811386986496
Q9XVH6	Caenorhabditis elegans	122	55098308105757335610862922439742439846393128659005428727808
Q9XVF7	Caenorhabditis elegans	260	46143451696806907082716475145186963810126691638288569887616761945006245947435139317603976705085948614523819626294421763234884365582336
Q9XVE5	Caenorhabditis elegans	442	208913141663418391108515444141051481829450896305544753028723422743450528087794909831683161767331881562475871843934589040889729556003811051749491445879469669104448077284976444337073932474363424943584872075624448
Q9XVD5	Caenorhabditis elegans	303	239207653596247006316802207152649220391696769452887946297405293922912378991503762222459015239165557617691480942710282420609640551178829824
Q9XVA4	Caenorhabditis elegans	171	24146512261933802043525126603470818298934700780160118779960346310031909584896
Q9XV66	Caenorhabditis elegans	3263	129032524044198117194728989507161302783271684954932922570082452576940807943635078488482850420682945758641747927733168909783928425863664506761432453649440960580062662942779962579363577834031276099274964109900776863181461462081888790454732269337807401479485202344023717821180930339626166466377363661850176632208128797548421846333718948170055584922469118885888477295416958715120037167255480890082663825478256454366337339386935458462259513665923144430919504216040776735189795362563642013548175089388920611077863911785868964793398739565411878581822055732999805493638687828656576823295880589254397524405455354948260926668651155295683436574632310754182455396593192436692055963520001116214268691647507489791490645215796952812091100967630946020368173457943720690896237781210294970796981591863525978560510560975151175607826738545432078352136274131868104763803831675759497242517875028336947099200131827908414549245987938181554510611070329006995005380203395117042287210541035987833088599267474642855297168774261909388944943171291357638393292956519107184805546403040727808209787153221369208959081294462163913473062764802395955072078345634999594689521138089619622439280572663893034054070672408707177002362825437464186457276039472923117609851560095035707239395588433854423084622225781172942192764699682428584229864978747730403748429222171028747084621458119175442901580301785359744182831945725219752503767294713940172507966728960736781267143405050254114048466955719610883885029439028779812634353674002582871809181522574410745188641618440851099563444186397840283269535221892926370783560577516981221598218767756903312481771746385300570598489495499893529322597965103104
Q9XV52	Caenorhabditis elegans	750	653212289440389880822782235659924083032035977825483708895600821645273799654148177110198708023050296654631261111365463033416496803214377089857862402950371005061171074887041086374391208951023693937451770759842231467292747933869008049337379188791837659172441694084867131091813820180159840501685893632314389459755212026615630110836287351050401686744444467026126779896473583616
Q9XV51	Caenorhabditis elegans	468	909516873062389622285111755978871116225947351314554954500815294514807538462767633824641279367517163269683116512153124327255890042652437292259749752747059121508655027326199124418059532272502152523314692102077909152301056
Q9XV46	Caenorhabditis elegans	367	26338805135120236511720569235293040803594280785741649487273068042304453761507729898904662898527020386071297358829732547353444544377368721404964033554958901671566960773264868500307968
Q9XUY5	Caenorhabditis elegans	317	6312278317970090068798899579010533466166685295097890050662154406233146651701654245005855214505461892900384245760499175010972400944917432370971254194176
Q9XUV0	Caenorhabditis elegans	284	189003578150121091410806682194685803766278928950429982259678256926745583400694330644905888584032045525089565189301951542210086361425248256
Q9XUU9	Caenorhabditis elegans	189	233344081074304497361226371461375130539636505853250140557661492051447988863003825012736
Q9XUS7	Caenorhabditis elegans	610	96915961667876252061189723235820708600269813583800263055769212353332924573830161743969016361907007877874147875179603126142322889453653621682389759499423746041896496951974100709538787813863014595914535888155551570339886932300038379591403208832638837270363426055784882762561855545185915614434426496539951104
Q9XUS2	Caenorhabditis elegans	441	72037607327418358613737248048972233647296200773987358915673799043214414450753765061245776223729258775410844631812150558205042882603515110541785419967949877087846001599951170792515950883147529311538315531005500325888
Q9XUP3	Caenorhabditis elegans	240	33314936143944740879868322943635397650340846579999968475588382464543251264835077060583055160857091902003068459286528
Q9XUN9	Caenorhabditis elegans	260	332773609987740060707674197901857860145212272743008372811486089497989104540806524956922893312289342309049397126627328
Q9XUM6	Caenorhabditis elegans	384	94926764186017751817662835252369309473354411994461588169799035328981670542191768969752285125434694017158449569185600414347750665340530128798933179772141612842062833660920240483074048
Q9XUK7	Caenorhabditis elegans	514	75424181177778556659491225092965120151548012205323871739087122152240276513602845616358107962327365090859191068970723285274463426580198836392701810808577622490639431264074465081202645763999837485107587364981458663903713258422991058819710166503408565561898039729224719135670272
Q9XUJ7	Caenorhabditis elegans	722	929318651333478197243729223114483484543838821685191089249513912449712380976354689486078542270612806275100382621537701364826223536408698560513374017955911082302157765949274533944647596896412705316883595502180249462778381836059460712027472709131751156927390187317397043734654523686282404772588435484806793528969852512478216294017370070375626759063571733151744
Q9XUE6	Caenorhabditis elegans	254	596867197721044158908596406499169195305332174606007755211667803750040293508663816450008200288620216235464382222005344141312
Q9XUC4	Caenorhabditis elegans	393	2968834304275253417536581596053956130695196638747926741483573532938330119006237024332266994510574158460881788015720261468142802471047205184355156090411322638607999767898724660669158943084702072832
Q9XUC2	Caenorhabditis elegans	252	45699500883326119176774105546824962483320777201646047291616436851225310377002849191471954953164735119345772920832
